term	go_id	go_depth
Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)	GO:0002767	7
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	GO:0002768	6
Immunoglobulin V(D)J Recombination (GO:0033152)	GO:0033152	6
Immunoglobulin Mediated Immune Response (GO:0016064)	GO:0016064	7
Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)	GO:0002381	5
Immunological Synapse Formation (GO:0001771)	GO:0001771	5
Import Into Cell (GO:0098657)	GO:0098657	5
Import Into Nucleus (GO:0051170)	GO:0051170	8
In Utero Embryonic Development (GO:0001701)	GO:0001701	7
Inclusion Body Assembly (GO:0070841)	GO:0070841	6
Induction Of Bacterial Agglutination (GO:0043152)	GO:0043152	7
Induction Of Positive Chemotaxis (GO:0050930)	GO:0050930	7
Inflammatory Response (GO:0006954)	GO:0006954	5
Inflammatory Response To Wounding (GO:0090594)	GO:0090594	6
Inhibition Of Cysteine-Type Endopeptidase Activity (GO:0097340)	GO:0097340	10
Inhibitory Postsynaptic Potential (GO:0060080)	GO:0060080	6
Inhibitory Synapse Assembly (GO:1904862)	GO:1904862	7
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	GO:0002220	6
Innate Immune Response In Mucosa (GO:0002227)	GO:0002227	6
Innate Immune Response-Activating Signaling Pathway (GO:0002758)	GO:0002758	5
Inner Dynein Arm Assembly (GO:0036159)	GO:0036159	11
Inner Ear Auditory Receptor Cell Differentiation (GO:0042491)	GO:0042491	8
Inner Ear Morphogenesis (GO:0042472)	GO:0042472	8
Inner Ear Receptor Cell Development (GO:0060119)	GO:0060119	7
Inner Ear Receptor Cell Differentiation (GO:0060113)	GO:0060113	7
Inner Ear Receptor Cell Stereocilium Organization (GO:0060122)	GO:0060122	8
Inner Mitochondrial Membrane Organization (GO:0007007)	GO:0007007	8
Inorganic Anion Transmembrane Transport (GO:0098661)	GO:0098661	6
Inorganic Anion Transport (GO:0015698)	GO:0015698	5
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	GO:0098659	8
Inorganic Cation Transmembrane Transport (GO:0098662)	GO:0098662	7
Inositol Lipid-Mediated Signaling (GO:0048017)	GO:0048017	0
Inositol Metabolic Process (GO:0006020)	GO:0006020	6
Inositol Phosphate Biosynthetic Process (GO:0032958)	GO:0032958	7
Inositol Phosphate Metabolic Process (GO:0043647)	GO:0043647	6
Inositol Phosphate-Mediated Signaling (GO:0048016)	GO:0048016	0
Insulin Metabolic Process (GO:1901142)	GO:1901142	6
Insulin Processing (GO:0030070)	GO:0030070	7
Insulin Receptor Signaling Pathway (GO:0008286)	GO:0008286	8
Insulin Secretion (GO:0030073)	GO:0030073	9
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)	GO:0035773	10
Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)	GO:0048009	8
Integrated Stress Response Signaling (GO:0140467)	GO:0140467	5
Integrin Activation (GO:0033622)	GO:0033622	7
Integrin-Mediated Signaling Pathway (GO:0007229)	GO:0007229	6
Interferon-Mediated Signaling Pathway (GO:0140888)	GO:0140888	7
Interleukin-1-Mediated Signaling Pathway (GO:0070498)	GO:0070498	7
Interleukin-12-Mediated Signaling Pathway (GO:0035722)	GO:0035722	7
Interleukin-15-Mediated Signaling Pathway (GO:0035723)	GO:0035723	7
interleukin-17A-mediated Signaling Pathway (GO:0038173)	GO:0038173	7
Interleukin-2-Mediated Signaling Pathway (GO:0038110)	GO:0038110	7
Interleukin-27-Mediated Signaling Pathway (GO:0070106)	GO:0070106	7
Interleukin-3-Mediated Signaling Pathway (GO:0038156)	GO:0038156	7
Interleukin-4-Mediated Signaling Pathway (GO:0035771)	GO:0035771	7
Interleukin-5-Mediated Signaling Pathway (GO:0038043)	GO:0038043	7
Interleukin-6-Mediated Signaling Pathway (GO:0070102)	GO:0070102	7
Interleukin-9-Mediated Signaling Pathway (GO:0038113)	GO:0038113	7
Intermediate Filament Bundle Assembly (GO:0045110)	GO:0045110	6
Intermediate Filament Organization (GO:0045109)	GO:0045109	8
Intermembrane Lipid Transfer (GO:0120009)	GO:0120009	6
Internal Peptidyl-Lysine Acetylation (GO:0018393)	GO:0018393	10
Internal Protein Amino Acid Acetylation (GO:0006475)	GO:0006475	9
Interstrand Cross-Link Repair (GO:0036297)	GO:0036297	9
Intestinal Absorption (GO:0050892)	GO:0050892	5
Intestinal Cholesterol Absorption (GO:0030299)	GO:0030299	8
Intestinal Epithelial Cell Differentiation (GO:0060575)	GO:0060575	7
Intestinal Lipid Absorption (GO:0098856)	GO:0098856	6
intra-Golgi Vesicle-Mediated Transport (GO:0006891)	GO:0006891	7
Intracellular Calcium Ion Homeostasis (GO:0006874)	GO:0006874	7
Intracellular Cholesterol Transport (GO:0032367)	GO:0032367	8
Intracellular Copper Ion Homeostasis (GO:0006878)	GO:0006878	7
Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	GO:0030520	7
Intracellular Glucose Homeostasis (GO:0001678)	GO:0001678	6
Intracellular Iron Ion Homeostasis (GO:0006879)	GO:0006879	7
Intracellular Lipid Transport (GO:0032365)	GO:0032365	6
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	GO:0030003	6
Intracellular Monoatomic Ion Homeostasis (GO:0006873)	GO:0006873	5
Intracellular Oxygen Homeostasis (GO:0032364)	GO:0032364	5
Intracellular pH Elevation (GO:0051454)	GO:0051454	9
Intracellular pH Reduction (GO:0051452)	GO:0051452	9
Intracellular Phosphate Ion Homeostasis (GO:0030643)	GO:0030643	6
Intracellular Potassium Ion Homeostasis (GO:0030007)	GO:0030007	7
Intracellular Protein Transmembrane Transport (GO:0065002)	GO:0065002	7
Intracellular Protein Transport (GO:0006886)	GO:0006886	6
Intracellular Sequestering Of Iron Ion (GO:0006880)	GO:0006880	9
Intracellular Sodium Ion Homeostasis (GO:0006883)	GO:0006883	7
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	GO:0030518	6
Intracellular Sterol Transport (GO:0032366)	GO:0032366	7
Intracellular Triglyceride Homeostasis (GO:0035356)	GO:0035356	5
Intracellular Water Homeostasis (GO:0009992)	GO:0009992	8
Intracellular Zinc Ion Homeostasis (GO:0006882)	GO:0006882	7
Intraciliary Anterograde Transport (GO:0035720)	GO:0035720	7
Intraciliary Retrograde Transport (GO:0035721)	GO:0035721	7
Intraciliary Transport Involved In Cilium Assembly (GO:0035735)	GO:0035735	7
Intrinsic Apoptotic Signaling Pathway (GO:0097193)	GO:0097193	6
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	GO:0072332	7
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	GO:0008630	6
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	GO:0042771	7
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	GO:0070059	6
Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	GO:0008631	7
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)	GO:0035235	7
Iron Coordination Entity Transport (GO:1901678)	GO:1901678	10
Iron Ion Transmembrane Transport (GO:0034755)	GO:0034755	10
Iron Ion Transport (GO:0006826)	GO:0006826	9
Iron-Sulfur Cluster Assembly (GO:0016226)	GO:0016226	5
Isoleucine Metabolic Process (GO:0006549)	GO:0006549	9
Isoprenoid Biosynthetic Process (GO:0008299)	GO:0008299	7
Isoprenoid Metabolic Process (GO:0006720)	GO:0006720	6
Isotype Switching (GO:0045190)	GO:0045190	8
Keratan Sulfate Biosynthetic Process (GO:0018146)	GO:0018146	8
Keratan Sulfate Metabolic Process (GO:0042339)	GO:0042339	5
Keratinocyte Differentiation (GO:0030216)	GO:0030216	7
Keratinocyte Proliferation (GO:0043616)	GO:0043616	5
Ketone Biosynthetic Process (GO:0042181)	GO:0042181	5
Ketone Body Biosynthetic Process (GO:0046951)	GO:0046951	5
Ketone Body Metabolic Process (GO:1902224)	GO:1902224	5
Kidney Development (GO:0001822)	GO:0001822	5
Kidney Epithelium Development (GO:0072073)	GO:0072073	6
Kidney Mesenchyme Development (GO:0072074)	GO:0072074	6
Kidney Morphogenesis (GO:0060993)	GO:0060993	6
Killing By Host Of Symbiont Cells (GO:0051873)	GO:0051873	5
Kinetochore Assembly (GO:0051382)	GO:0051382	8
Kinetochore Organization (GO:0051383)	GO:0051383	7
Kynurenine Metabolic Process (GO:0070189)	GO:0070189	5
Lactate Metabolic Process (GO:0006089)	GO:0006089	8
Lactation (GO:0007595)	GO:0007595	7
Lamellipodium Assembly (GO:0030032)	GO:0030032	7
Lamellipodium Organization (GO:0097581)	GO:0097581	6
Late Endosome To Lysosome Transport (GO:1902774)	GO:1902774	8
Late Endosome To Vacuole Transport (GO:0045324)	GO:0045324	7
Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511)	GO:0032511	8
Late Nucleophagy (GO:0044805)	GO:0044805	7
Learned Vocalization Behavior Or Vocal Learning (GO:0098598)	GO:0098598	5
Learning (GO:0007612)	GO:0007612	5
Left/Right Pattern Formation (GO:0060972)	GO:0060972	6
Lens Fiber Cell Development (GO:0070307)	GO:0070307	7
Lens Fiber Cell Differentiation (GO:0070306)	GO:0070306	9
Leptin-Mediated Signaling Pathway (GO:0033210)	GO:0033210	7
Leucine Metabolic Process (GO:0006551)	GO:0006551	9
Leucine Transport (GO:0015820)	GO:0015820	10
Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	GO:0061756	6
Leukocyte Aggregation (GO:0070486)	GO:0070486	6
Leukocyte Apoptotic Process (GO:0071887)	GO:0071887	6
Leukocyte Cell-Cell Adhesion (GO:0007159)	GO:0007159	5
Leukocyte Chemotaxis Involved In Inflammatory Response (GO:0002232)	GO:0002232	7
Leukocyte Tethering Or Rolling (GO:0050901)	GO:0050901	5
Leukotriene D4 Biosynthetic Process (GO:1901750)	GO:1901750	10
Leukotriene D4 Metabolic Process (GO:1901748)	GO:1901748	6
Leukotriene Biosynthetic Process (GO:0019370)	GO:0019370	9
Leukotriene Metabolic Process (GO:0006691)	GO:0006691	8
Leukotriene Transport (GO:0071716)	GO:0071716	9
Limb Development (GO:0060173)	GO:0060173	5
Limb Morphogenesis (GO:0035108)	GO:0035108	5
Linoleic Acid Metabolic Process (GO:0043651)	GO:0043651	10
Lipid Biosynthetic Process (GO:0008610)	GO:0008610	5
Lipid Catabolic Process (GO:0016042)	GO:0016042	5
Lipid Droplet Disassembly (GO:1905691)	GO:1905691	7
Lipid Droplet Formation (GO:0140042)	GO:0140042	6
Lipid Droplet Organization (GO:0034389)	GO:0034389	6
Lipid Hydroxylation (GO:0002933)	GO:0002933	7
Lipid Import Into Cell (GO:0140354)	GO:0140354	6
Lipid Modification (GO:0030258)	GO:0030258	6
Lipid Oxidation (GO:0034440)	GO:0034440	7
Lipid Phosphorylation (GO:0046834)	GO:0046834	7
Lipid Translocation (GO:0034204)	GO:0034204	6
Lipid Transport (GO:0006869)	GO:0006869	5
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	GO:0031663	6
Lipoprotein Biosynthetic Process (GO:0042158)	GO:0042158	6
Lipoprotein Catabolic Process (GO:0042159)	GO:0042159	7
Lipoprotein Localization (GO:0044872)	GO:0044872	6
Lipoprotein Metabolic Process (GO:0042157)	GO:0042157	6
Lipoprotein Transport (GO:0042953)	GO:0042953	8
Lipoxygenase Pathway (GO:0019372)	GO:0019372	9
Liver Development (GO:0001889)	GO:0001889	6
Locomotor Rhythm (GO:0045475)	GO:0045475	5
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)	GO:0042759	10
Long-Chain Fatty Acid Catabolic Process (GO:0042758)	GO:0042758	10
Long-Chain Fatty Acid Import Into Cell (GO:0044539)	GO:0044539	8
Long-Chain Fatty Acid Metabolic Process (GO:0001676)	GO:0001676	9
Long-Chain Fatty Acid Transport (GO:0015909)	GO:0015909	7
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)	GO:0035338	13
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	GO:0035336	12
Long-Term Memory (GO:0007616)	GO:0007616	6
Long-Term Synaptic Depression (GO:0060292)	GO:0060292	11
Long-Term Synaptic Potentiation (GO:0060291)	GO:0060291	11
Low-Density Lipoprotein Particle Remodeling (GO:0034374)	GO:0034374	9
Lung Development (GO:0030324)	GO:0030324	6
Lung Epithelium Development (GO:0060428)	GO:0060428	7
Lymphatic Endothelial Cell Differentiation (GO:0060836)	GO:0060836	7
Lymphocyte Activation Involved In Immune Response (GO:0002285)	GO:0002285	6
Lymphocyte Apoptotic Process (GO:0070227)	GO:0070227	7
Lymphocyte Chemotaxis (GO:0048247)	GO:0048247	5
Lymphocyte Differentiation (GO:0030098)	GO:0030098	6
Lymphocyte Mediated Immunity (GO:0002449)	GO:0002449	5
Lymphocyte Migration (GO:0072676)	GO:0072676	5
Lymphocyte Migration Into Lymphoid Organs (GO:0097021)	GO:0097021	6
Lymphocyte Proliferation (GO:0046651)	GO:0046651	6
Lymphoid Progenitor Cell Differentiation (GO:0002320)	GO:0002320	8
Lysosomal Lumen Acidification (GO:0007042)	GO:0007042	11
Lysosomal Membrane Organization (GO:0097212)	GO:0097212	9
Lysosomal Microautophagy (GO:0016237)	GO:0016237	6
Lysosomal Transport (GO:0007041)	GO:0007041	7
Lysosome Localization (GO:0032418)	GO:0032418	5
Lysosome Organization (GO:0007040)	GO:0007040	8
Lytic Vacuole Organization (GO:0080171)	GO:0080171	7
mRNA 3'-End Processing (GO:0031124)	GO:0031124	9
mRNA 3'-End Processing By Stem-Loop Binding And Cleavage (GO:0006398)	GO:0006398	10
mRNA 3'-Splice Site Recognition (GO:0000389)	GO:0000389	14
mRNA 5'-Splice Site Recognition (GO:0000395)	GO:0000395	14
mRNA Catabolic Process (GO:0006402)	GO:0006402	7
mRNA Cis Splicing, Via Spliceosome (GO:0045292)	GO:0045292	12
mRNA Cleavage Involved In mRNA Processing (GO:0098787)	GO:0098787	0
mRNA Destabilization (GO:0061157)	GO:0061157	8
mRNA Export From Nucleus (GO:0006406)	GO:0006406	10
mRNA Metabolic Process (GO:0016071)	GO:0016071	8
mRNA Methylation (GO:0080009)	GO:0080009	10
mRNA Modification (GO:0016556)	GO:0016556	9
mRNA Polyadenylation (GO:0006378)	GO:0006378	10
mRNA Processing (GO:0006397)	GO:0006397	8
mRNA Pseudouridine Synthesis (GO:1990481)	GO:1990481	10
mRNA Splice Site Recognition (GO:0006376)	GO:0006376	13
mRNA Splicing, Via Spliceosome (GO:0000398)	GO:0000398	11
mRNA Stabilization (GO:0048255)	GO:0048255	9
mRNA Transcription (GO:0009299)	GO:0009299	8
mRNA Transcription By RNA Polymerase II (GO:0042789)	GO:0042789	9
mRNA Transport (GO:0051028)	GO:0051028	9
Macroautophagy (GO:0016236)	GO:0016236	6
Macromolecule Biosynthetic Process (GO:0009059)	GO:0009059	5
Macromolecule Catabolic Process (GO:0009057)	GO:0009057	5
Macromolecule Depalmitoylation (GO:0098734)	GO:0098734	7
Macromolecule Modification (GO:0043412)	GO:0043412	5
Macrophage Activation (GO:0042116)	GO:0042116	6
Macrophage Activation Involved In Immune Response (GO:0002281)	GO:0002281	7
Macrophage Chemotaxis (GO:0048246)	GO:0048246	5
Macrophage Derived Foam Cell Differentiation (GO:0010742)	GO:0010742	6
Macrophage Differentiation (GO:0030225)	GO:0030225	9
Macrophage Migration (GO:1905517)	GO:1905517	5
Macropinocytosis (GO:0044351)	GO:0044351	8
Magnesium Ion Transport (GO:0015693)	GO:0015693	8
Maintenance Of DNA Repeat Elements (GO:0043570)	GO:0043570	8
Maintenance Of Apical/Basal Cell Polarity (GO:0035090)	GO:0035090	5
Maintenance Of Blood-Brain Barrier (GO:0035633)	GO:0035633	5
Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045199)	GO:0045199	6
Maintenance Of Gastrointestinal Epithelium (GO:0030277)	GO:0030277	6
Maintenance Of Lens Transparency (GO:0036438)	GO:0036438	5
Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)	GO:0035437	8
Maintenance Of Protein Localization In Organelle (GO:0072595)	GO:0072595	8
Maintenance Of Protein Location In Extracellular Region (GO:0071694)	GO:0071694	7
Maintenance Of Protein Location In Nucleus (GO:0051457)	GO:0051457	8
Maintenance Of Synapse Structure (GO:0099558)	GO:0099558	7
Malate Metabolic Process (GO:0006108)	GO:0006108	8
Male Gonad Development (GO:0008584)	GO:0008584	7
Male Meiosis I (GO:0007141)	GO:0007141	8
Mammary Gland Development (GO:0030879)	GO:0030879	6
Mammary Gland Epithelial Cell Differentiation (GO:0060644)	GO:0060644	6
Mammary Gland Epithelium Development (GO:0061180)	GO:0061180	7
Manganese Ion Transport (GO:0006828)	GO:0006828	9
Marginal Zone B Cell Differentiation (GO:0002315)	GO:0002315	9
Mast Cell Activation Involved In Immune Response (GO:0002279)	GO:0002279	7
Mast Cell Degranulation (GO:0043303)	GO:0043303	8
Mast Cell Mediated Immunity (GO:0002448)	GO:0002448	6
Maturation Of 5.8S rRNA (GO:0000460)	GO:0000460	11
Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	GO:0000466	12
Maturation Of LSU-rRNA (GO:0000470)	GO:0000470	11
Maturation Of LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	GO:0000463	12
Maturation Of SSU-rRNA (GO:0030490)	GO:0030490	11
Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	GO:0000462	12
Mature B Cell Differentiation Involved In Immune Response (GO:0002313)	GO:0002313	8
Medium-Chain Fatty Acid Biosynthetic Process (GO:0051792)	GO:0051792	10
Medium-Chain Fatty Acid Metabolic Process (GO:0051791)	GO:0051791	9
Medium-Chain fatty-acyl-CoA Metabolic Process (GO:0036112)	GO:0036112	12
Megakaryocyte Development (GO:0035855)	GO:0035855	9
Megakaryocyte Differentiation (GO:0030219)	GO:0030219	8
Meiosis I (GO:0007127)	GO:0007127	7
Meiotic DNA Double-Strand Break Formation (GO:0042138)	GO:0042138	7
Meiotic Sister Chromatid Cohesion (GO:0051177)	GO:0051177	6
Melanin Biosynthetic Process (GO:0042438)	GO:0042438	7
Melanocyte Differentiation (GO:0030318)	GO:0030318	6
Melanosome Assembly (GO:1903232)	GO:1903232	9
Melanosome Localization (GO:0032400)	GO:0032400	5
Melanosome Organization (GO:0032438)	GO:0032438	8
Melanosome Transport (GO:0032402)	GO:0032402	6
Membrane Assembly (GO:0071709)	GO:0071709	6
Membrane Biogenesis (GO:0044091)	GO:0044091	5
Membrane Depolarization (GO:0051899)	GO:0051899	5
Membrane Depolarization During Action Potential (GO:0086010)	GO:0086010	6
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012)	GO:0086012	7
Membrane Fission (GO:0090148)	GO:0090148	6
Membrane Fusion (GO:0061025)	GO:0061025	6
Membrane Invagination (GO:0010324)	GO:0010324	6
Membrane Lipid Biosynthetic Process (GO:0046467)	GO:0046467	7
Membrane Lipid Catabolic Process (GO:0046466)	GO:0046466	7
Membrane Lipid Metabolic Process (GO:0006643)	GO:0006643	6
Membrane Organization (GO:0061024)	GO:0061024	5
Membrane Protein Ectodomain Proteolysis (GO:0006509)	GO:0006509	8
Membrane Protein Intracellular Domain Proteolysis (GO:0031293)	GO:0031293	8
Membrane Protein Proteolysis (GO:0033619)	GO:0033619	7
Membrane Raft Organization (GO:0031579)	GO:0031579	6
Membrane Repolarization (GO:0086009)	GO:0086009	5
Membrane Repolarization During Action Potential (GO:0086011)	GO:0086011	6
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	GO:0086013	7
Memory (GO:0007613)	GO:0007613	5
Mesenchymal Cell Differentiation (GO:0048762)	GO:0048762	5
Mesenchymal Cell Differentiation Involved In Kidney Development (GO:0072161)	GO:0072161	7
Mesenchymal Cell Migration (GO:0090497)	GO:0090497	6
Mesenchymal To Epithelial Transition (GO:0060231)	GO:0060231	6
Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337)	GO:0003337	7
Mesenchyme Development (GO:0060485)	GO:0060485	5
Mesenchyme Morphogenesis (GO:0072132)	GO:0072132	5
Mesoderm Development (GO:0007498)	GO:0007498	5
Mesoderm Formation (GO:0001707)	GO:0001707	7
Mesoderm Morphogenesis (GO:0048332)	GO:0048332	6
Mesodermal Cell Differentiation (GO:0048333)	GO:0048333	8
Mesodermal Cell Fate Commitment (GO:0001710)	GO:0001710	9
Mesonephric Tubule Development (GO:0072164)	GO:0072164	5
Mesonephros Development (GO:0001823)	GO:0001823	6
Metal Ion Transport (GO:0030001)	GO:0030001	7
Metallo-Sulfur Cluster Assembly (GO:0031163)	GO:0031163	6
Metanephric Collecting Duct Development (GO:0072205)	GO:0072205	7
Metanephric Mesenchyme Development (GO:0072075)	GO:0072075	7
Metanephric Nephron Tubule Development (GO:0072234)	GO:0072234	7
Metanephros Development (GO:0001656)	GO:0001656	6
Metaphase Plate Congression (GO:0051310)	GO:0051310	6
Methionine Metabolic Process (GO:0006555)	GO:0006555	6
Methylguanosine-Cap Decapping (GO:0110156)	GO:0110156	9
miRNA Catabolic Process (GO:0010587)	GO:0010587	10
miRNA Metabolic Process (GO:0010586)	GO:0010586	9
