Analyte	Target	EntrezGeneSymbol	Estimate	Standard_error	Pvalue	FDR	bonferroni	diffexpressed
X25282.6	AZIN1	AZIN1	-0.006551872	0.001853388	0.00042439	0.001369623	1	Significant
X6398.12	LONM	LONP1	-0.005669897	0.00160454	0.000426742	0.001376581	1	Significant
X9302.90	G45IP	GADD45GIP1	-0.002880004	0.000815343	0.000428854	0.00138276	1	Significant
X5260.80	TYK2	TYK2	0.009310802	0.002636422	0.000430219	0.001386523	1	Significant
X21926.24	UB2D1/ PolyUbiquitin K48	UBE2D1|UBB	-0.008761259	0.002481433	0.000431447	0.001389843	1	Significant
X25100.11	CMIP	CMIP	-0.004920524	0.001393865	0.000432179	0.001391566	1	Significant
X13098.93	VEGF-D	VEGFD	0.029129981	0.008252668	0.000432737	0.001392724	1	Significant
X8890.9	T132B	TMEM132B	0.026821113	0.007604483	0.00043718	0.001406378	1	Significant
X8097.77	LIPN	LIPN	0.004567385	0.001294874	0.000437436	0.001406559	1	Significant
X2515.14	GFRa-2	GFRA2	0.027104912	0.007688795	0.000440086	0.001414432	1	Significant
X12594.5	GRAN	GCA	-0.005237763	0.001486914	0.000444549	0.001428124	1	Significant
X21540.73	BIN2	BIN2	-0.004900216	0.001391738	0.000447371	0.001436531	1	Significant
X2823.7	COMMD7	COMMD7	-0.003394456	0.000964323	0.000448844	0.001440606	1	Significant
X2580.83	Myeloperoxidase	MPO	-0.016396587	0.004660098	0.000451742	0.001449243	1	Significant
X24424.25	TBC25	TBC1D25	0.008330556	0.002368278	0.000453049	0.001452776	1	Significant
X12684.5	ADSV	SCIN	0.019569451	0.005564735	0.000454375	0.001456363	1	Significant
X23018.4	REG1B	REG1B	-0.00577443	0.001643514	0.000460008	0.001473746	1	Significant
X11382.5	BIEA	BLVRA	0.009387158	0.002671961	0.000460859	0.001475799	1	Significant
X18449.33	PPIG	PPIG	-0.006694749	0.00190732	0.000465769	0.001490842	1	Significant
X5026.66	RS3	RPS3	-0.002615496	0.000745711	0.000470503	0.00150469	1	Significant
X6538.90	K2013	KIAA2013	-0.004815334	0.001372943	0.000470523	0.00150469	1	Significant
X24416.20	SND1	SND1	-0.004680032	0.001334422	0.00047086	0.001505082	1	Significant
X6406.3	NMES1	NMES1	-0.016361711	0.004665814	0.000471628	0.001506852	1	Significant
X9125.23	MASP3:Sushi 1 and Sushi 2	MASP1	-0.005632882	0.001606468	0.000472581	0.001509209	1	Significant
X20522.2	IRPL1	IL1RAPL1	0.011340113	0.00323492	0.000473785	0.00151236	1	Significant
X17410.5	CETN3	CETN3	-0.004982544	0.001421289	0.000474009	0.00151236	1	Significant
X6973.111	IGF-II:Pro-form	IGF2	0.012492005	0.003563517	0.000474213	0.00151236	1	Significant
X4234.8	IL-1 R4	IL1RL1	0.050536116	0.014421064	0.000475731	0.001516514	1	Significant
X23690.228	RBM41	RBM41	-0.003900594	0.001113955	0.000480751	0.001531635	1	Significant
X16763.11	LECT2	LECT2	-0.030323028	0.008659936	0.00048091	0.001531635	1	Significant
X3220.40	RET	RET	0.020375176	0.005827032	0.000489519	0.001558346	1	Significant
X19134.66	RPAB4	POLR2K	0.005457231	0.001560926	0.000490655	0.001561257	1	Significant
X5593.11	PDIA5	PDIA5	-0.004917652	0.001406729	0.00049118	0.001562219	1	Significant
X6369.82	DEAF1	DEAF1	0.009465646	0.002707845	0.000491535	0.001562641	1	Significant
X23426.1	VCX1	VCX	0.007501732	0.002147871	0.000496913	0.001579026	1	Significant
X9400.40	Galectin-7	LGALS7	-0.004268997	0.001222612	0.000498604	0.001583683	1	Significant
X9482.110	NUDT9	NUDT9	0.014588244	0.004178408	0.00049944	0.001585621	1	Significant
X13631.1	RB binding protein 5	RBBP5	-0.004638695	0.001328882	0.000500502	0.001588276	1	Significant
X15511.37	NPTXR	NPTXR	-0.01999824	0.005729825	0.000501331	0.001590186	1	Significant
X13451.2	FNDC4	FNDC4	-0.007910934	0.002269009	0.000509214	0.001614463	1	Significant
X16913.8	RNT2	RNASET2	0.017493831	0.005019237	0.000510586	0.001618082	1	Significant
X14056.4	Glycoprotein hormones a-chain	CGA	-0.002398257	0.0006881	0.000510912	0.001618387	1	Significant
X12855.16	CT032	CASS4	0.004233708	0.001214952	0.000512076	0.001621123	1	Significant
X8013.9	LMA2L	LMAN2L	0.011821198	0.003392579	0.000512237	0.001621123	1	Significant
X20982.29	SNR25	SNRNP25	-0.005096128	0.001462686	0.000512899	0.001622488	1	Significant
X5030.52	SIRT2	SIRT2	0.015581887	0.00447286	0.00051399	0.001625206	1	Significant
X12980.31	RBM22	RBM22	0.005626374	0.001615355	0.000515011	0.001627705	1	Significant
X23373.77	DPH5	DPH5	-0.007764471	0.002230046	0.000517445	0.001634661	1	Significant
X7210.25	Amyloid-like protein 1	APLP1	0.006984939	0.002006392	0.000518024	0.001635757	1	Significant
X11590.5	RBM23	RBM23	-0.004263428	0.001225822	0.000524478	0.001655391	1	Significant
X4129.72	Factor B	CFB	-0.017764246	0.005109018	0.000526358	0.001660579	1	Significant
X20225.119	STA5A	STAT5A	-0.006493296	0.001867899	0.000528141	0.001665457	1	Significant
X14309.8	HNRH1	HNRNPH1	-0.004300318	0.00123747	0.000530714	0.001672821	1	Significant
X17342.13	AGR3	AGR3	-0.014485994	0.004173427	0.000538757	0.001696919	1	Significant
X21647.9	SPEE	SRM	0.005090616	0.001466641	0.000538843	0.001696919	1	Significant
X14057.68	TNFSF15	TNFSF15	-0.003778559	0.001089224	0.000542435	0.001707466	1	Significant
X14081.5	ULBP-1	ULBP1	-0.008158429	0.002352373	0.000543973	0.001711543	1	Significant
X8952.65	G-CSF	CSF3	0.003309043	0.000954232	0.000544716	0.001712505	1	Significant
X12604.16	SCMH1	SCMH1	0.003939365	0.001135964	0.000544807	0.001712505	1	Significant
X3045.72	PTN	PTN	0.010322075	0.002976699	0.00054501	0.001712505	1	Significant
X6019.12	C1T9A	C1QTNF9	-0.002851317	0.000822686	0.000548902	0.001723965	1	Significant
X6609.22	CN37	CNP	0.023602149	0.006810901	0.000549794	0.001725995	1	Significant
X17195.43	BAG-1	BAG1	-0.003623254	0.001045839	0.000551366	0.001730156	1	Significant
X14756.29	sICAM-2	ICAM2	-0.006586004	0.001901018	0.000551742	0.001730564	1	Significant
X10037.98	SIG12:Ig-like V-type 2	SIGLEC12	-0.006582407	0.001900345	0.000553168	0.001734264	1	Significant
X24983.119	RB6I2	ERC1	-0.002502891	0.000722694	0.000553849	0.001735623	1	Significant
X18403.25	AMPD2	AMPD2	-0.005787618	0.001671647	0.000556146	0.001742045	1	Significant
X5667.3	SEM3B	SEMA3B	-0.002275632	0.00065732	0.000556639	0.001742813	1	Significant
X18202.22	CD37	CD37	-0.002790793	0.000806236	0.000558051	0.001746313	1	Significant
X2658.27	TrkC	NTRK3	0.016819904	0.00485979	0.000558254	0.001746313	1	Significant
X3887.90	IMB1	KPNB1	-0.017640328	0.00509817	0.000560408	0.001752272	1	Significant
X12651.21	PDK2	PDK2	-0.003372556	0.000975173	0.000563942	0.001762538	1	Significant
X20575.82	CLC9A	CLEC9A	0.005157798	0.001491575	0.000565093	0.001765349	1	Significant
X20078.6	MYL6B	MYL6B	-0.007480292	0.002163394	0.000566282	0.00176828	1	Significant
X19356.20	TM1L2	TOM1L2	0.004610084	0.001333891	0.000568649	0.001774881	1	Significant
X14229.5	MOCS3	MOCS3	-0.005099016	0.001476528	0.000574384	0.001791987	1	Significant
X14074.2	SHC2	SHC2	0.002673644	0.000774534	0.00057732	0.001800348	1	Significant
X5508.62	Cathepsin D	CTSD	-0.007255137	0.002103268	0.000582709	0.001816346	1	Significant
X19148.58	TIM8A	TIMM8A	0.006015787	0.001746829	0.000594739	0.001853022	1	Significant
X8009.121	SURF1	SURF1	0.01818311	0.005280227	0.000595351	0.001854109	1	Significant
X22378.2	Keratin 34	KRT34	0.036152472	0.010507213	0.000601512	0.001872465	1	Significant
X16755.195	GDF-3	GDF3	-0.002539126	0.000738161	0.000604093	0.001879667	1	Significant
X8702.42	OSCAR	OSCAR	0.002563209	0.000745799	0.000610229	0.00189792	1	Significant
X3822.54	MAPKAPK3	MAPKAPK3	-0.007511772	0.002185876	0.000610909	0.001899195	1	Significant
X8406.17	IGF-I	IGF1	0.004802673	0.001398172	0.000614352	0.001909053	1	Significant
X25083.26	Diaphanous-related formin-1	DIAPH1	0.004506008	0.001311944	0.000615366	0.001911359	1	Significant
X15403.53	ID2	ID2	-0.004596459	0.001338695	0.000617406	0.001916849	1	Significant
X7018.10	TSR3	TSR3	0.004308481	0.001255043	0.000619469	0.001922406	1	Significant
X3329.14	PGRP-S	PGLYRP1	-0.011963757	0.00348577	0.0006216	0.001928167	1	Significant
X10833.64	HHIP	HHIP	0.022585287	0.006582366	0.000622818	0.001931094	1	Significant
X15606.19	Keratin 19	KRT19	-0.012323892	0.003593076	0.000625934	0.001939409	1	Significant
X3827.22	PAK6	PAK6	0.015039566	0.004385008	0.000626052	0.001939409	1	Significant
X2838.53	MMP-17	MMP17	-0.006902332	0.002013044	0.00062822	0.001945268	1	Significant
X5124.62	sICAM-5	ICAM5	0.024038911	0.007014197	0.000632011	0.001956145	1	Significant
X25460.36	IRF5	IRF5	-0.003454394	0.001009087	0.000641099	0.001983399	1	Significant
X23524.2	NTAN1	NTAN1	0.006204376	0.001812582	0.000641806	0.001984714	1	Significant
X4906.35	Coagulation Factor V	F5	-0.025124721	0.007348267	0.000650937	0.002012065	1	Significant
X19281.86	MAFG	MAFG	-0.004003392	0.001171085	0.000652286	0.002014722	1	Significant
X6324.11	DNSL2	DNASE1L2	0.017519932	0.005124989	0.00065237	0.002014722	1	Significant
X18348.89	HNRPD	HNRNPD	0.008810157	0.002577705	0.000653951	0.002018272	1	Significant
X23666.35	PUR9	ATIC	-0.024726719	0.007234548	0.000654094	0.002018272	1	Significant
X4184.43	4EBP2	EIF4EBP2	0.004535222	0.001326838	0.000655597	0.002022022	1	Significant
X21661.82	DMP4	FAM20C	0.013556371	0.003969479	0.000660185	0.002035282	1	Significant
X9372.157	MPZL2	MPZL2	-0.00555686	0.001627698	0.000663269	0.002043006	1	Significant
X3623.84	LY86	LY86	0.015844887	0.004641296	0.000663272	0.002043006	1	Significant
X19370.30	HS3S4	HS3ST4	-0.002989018	0.000875561	0.000663685	0.002043383	1	Significant
X3499.77	IL-17B	IL17B	0.010463739	0.003066159	0.000666747	0.002051911	1	Significant
X18347.15	Laminin-2	LAMA2|LAMB1|LAMC1	0.01182183	0.003464549	0.000667316	0.002052763	1	Significant
X13387.55	EHF	EHF	0.003077979	0.000902073	0.000667749	0.002053198	1	Significant
X11570.94	BAP29	BCAP29	0.003299455	0.000967432	0.00067157	0.002064044	1	Significant
X20141.42	TCEA2	TCEA2	-0.008620136	0.002527813	0.00067247	0.002065362	1	Significant
X3025.50	bFGF	FGF2	-0.0087806	0.002574623	0.000672587	0.002065362	1	Significant
X25074.119	GLPK5	GK5	-0.00656841	0.001926575	0.000674229	0.002069501	1	Significant
X8092.29	IL-6 sRa	IL6R	0.022554027	0.006619801	0.000679999	0.0020863	1	Significant
X9050.170	CA063	RSRP1	-0.002349967	0.00068996	0.000682739	0.002093792	1	Significant
X15381.45	Discoidin domain receptor 2	DDR2	0.009384384	0.002755697	0.000684056	0.002096916	1	Significant
X10970.3	NAR3	ART3	0.019889549	0.005841474	0.000685222	0.002099575	1	Significant
X4876.32	Coagulation Factor IX	F9	-0.022372908	0.006572277	0.00068726	0.002104062	1	Significant
X12718.43	PIN4	PIN4	0.004904028	0.001440628	0.000687285	0.002104062	1	Significant
X16597.11	GLRX5	GLRX5	-0.00427782	0.001257965	0.000696335	0.002130839	1	Significant
X8565.160	PLVAP	PLVAP	-0.004120695	0.001212295	0.000700024	0.002141086	1	Significant
X3839.60	AIP	AIP	-0.005368883	0.001579581	0.000700293	0.002141086	1	Significant
X25051.104	FTO	FTO	0.010279173	0.003024385	0.000700881	0.002141953	1	Significant
X6439.59	CN093	C14orf93	-0.025189668	0.007413043	0.000702534	0.002146072	1	Significant
X6533.20	DNS2B	DNASE2B	0.003555834	0.001046366	0.000702904	0.002146268	1	Significant
X21272.100	CN166	RTRAF	-0.00781158	0.00229934	0.000704287	0.00214956	1	Significant
X14689.3	SEC13	SEC13	0.01513292	0.004455948	0.000707494	0.00215841	1	Significant
X23543.92	TRUB1	TRUB1	0.004275968	0.001259775	0.000712508	0.002172765	1	Significant
X15487.164	"carboxylesterase, liver"	CES1	-0.003223643	0.000949853	0.000713849	0.002175909	1	Significant
X11257.1	DHPR	QDPR	0.017175143	0.005063676	0.000718555	0.002189304	1	Significant
X21730.56	UBP19	USP19	-0.002324565	0.000685401	0.000719341	0.002190554	1	Significant
X13054.87	Profilin II	PFN2	0.00732286	0.002159221	0.000719765	0.002190554	1	Significant
X5861.78	3HAO	HAAO	0.021804533	0.006429027	0.0007199	0.002190554	1	Significant
X13950.9	C43BP:START domain	CERT1	0.010108277	0.002981507	0.000722927	0.002198412	1	Significant
X9504.19	RB27A	RAB27A	0.013030898	0.00384273	0.000723108	0.002198412	1	Significant
X12020.39	PMGE	BPGM	-0.041114309	0.012149341	0.00073995	0.002248642	1	Significant
X22987.69	JNK2	MAPK9	-0.003857178	0.001140993	0.000748258	0.002272908	1	Significant
X3056.11	NKG2D	KLRK1	-0.004613336	0.001364784	0.00074898	0.002274116	1	Significant
X8369.102	DAG1	DAG1	0.00266869	0.000789836	0.00075325	0.002286094	1	Significant
X9030.56	CQ089	NDUFAF8	0.00270928	0.000802125	0.000756185	0.002293404	1	Significant
X10961.15	TIG3	PLAAT4	0.00403397	0.001194308	0.000756311	0.002293404	1	Significant
X2057.6	No Protein		-0.005665991	0.001677659	0.00075709	0.002294776	1	Significant
X2876.74	Topoisomerase I	TOP1	-0.005109049	0.001513904	0.000764164	0.00231522	1	Significant
X3067.67	GDF-9	GDF9	-0.006033987	0.001788175	0.000765452	0.002318121	1	Significant
X7935.26	LARGE	LARGE1	0.018948737	0.005617931	0.000769074	0.002328089	1	Significant
X5741.55	ECP	RNASE3	0.033360162	0.009900165	0.000778281	0.002354946	1	Significant
X11372.2	ZNF18	ZNF18	0.01044848	0.003100686	0.000780873	0.002361771	1	Significant
X15553.22	ACES	ACHE	0.006796919	0.002019285	0.000788841	0.002384846	1	Significant
X4918.21	"Kininogen, HMW"	KNG1	-0.002600788	0.000773418	0.000797857	0.002411065	1	Significant
X12882.7	PAR11	PARP11	-0.004820381	0.001434001	0.000801281	0.002420193	1	Significant
X17435.43	ETFA	ETFA	-0.007782852	0.002315309	0.000801566	0.002420193	1	Significant
X7046.6	CT173	C20orf173	0.002780489	0.000827276	0.000802806	0.002422897	1	Significant
X9898.161	ARI1A	ARID1A	-0.005809269	0.001729042	0.000806099	0.00243179	1	Significant
X13740.51	sFRP-3	FRZB	0.014314685	0.004261032	0.000807285	0.002434322	1	Significant
X24971.2	SAC2	INPP5F	0.006686208	0.001990269	0.000807818	0.002434884	1	Significant
X10496.11	CaCC	CLCA1	-0.004160924	0.001239082	0.0008114	0.002444634	1	Significant
X12599.10	URP2	FERMT3	0.015819971	0.004710699	0.000813413	0.00244965	1	Significant
X13131.5	HXK1	HK1	0.007006705	0.002086631	0.00081382	0.002449826	1	Significant
X7249.37	B2L10	BCL2L10	-0.007273626	0.00216707	0.000815883	0.002454984	1	Significant
X18909.11	EXOS8	EXOSC8	-0.003652726	0.001088748	0.000820803	0.00246873	1	Significant
X11390.24	Carbonic Anhydrase VIII	CA8	0.003369038	0.001004933	0.000827883	0.00248896	1	Significant
X7247.1	GORAB	GORAB	-0.003455434	0.001031169	0.000832431	0.002501563	1	Significant
X4551.72	GP114	ADGRG5	-0.005468422	0.00163209	0.000833463	0.002503595	1	Significant
X3037.62	IL-1b	IL1B	-0.0052685	0.00157368	0.000841285	0.002526012	1	Significant
X18871.24	AIF1L	AIF1L	0.019359694	0.005787044	0.000849055	0.002548253	1	Significant
X3477.63	TrkA	NTRK1	-0.00451734	0.001352246	0.000863432	0.002589504	1	Significant
X9960.2	TBCD5	TBC1D5	0.009968605	0.002983959	0.000863544	0.002589504	1	Significant
X13570.43	VIGLN	HDLBP	0.004398865	0.0013167	0.000863905	0.002589504	1	Significant
X22023.3	AADAT	AADAT	-0.004257968	0.001275036	0.000867634	0.002599574	1	Significant
X18195.3	ORAV1	LTO1	-0.009528478	0.002853871	0.000869206	0.002603173	1	Significant
X10975.59	MUCL1	MUCL1	-0.003400111	0.001018706	0.000872866	0.002613021	1	Significant
X12493.42	OTUB2	OTUB2	-0.004221077	0.001264892	0.00087429	0.002615743	1	Significant
X21430.4	cPLA2-alpha	PLA2G4A	-0.020313789	0.006087382	0.000874519	0.002615743	1	Significant
X14331.262	DYLT1	DYNLT1	-0.004822358	0.001445802	0.000880328	0.002631998	1	Significant
X3605.77	MASP3:Light	MASP1	-0.006075409	0.001822713	0.000887654	0.002652773	1	Significant
X3194.36	GPVI	GP6	-0.01452083	0.004357458	0.000889495	0.002656907	1	Significant
X25438.288	NT5D1	NT5DC1	0.003420465	0.001026486	0.000889793	0.002656907	1	Significant
X22465.43	HES1	HES1	-0.00606096	0.001819405	0.000893476	0.00266677	1	Significant
X9723.105	EMILIN-3	MMRN2	-0.006178085	0.001855378	0.000897239	0.002676863	1	Significant
X21987.76	LPL	LPL	0.018898385	0.005676227	0.000898702	0.00268009	1	Significant
X6362.6	AUGN	ECRG4	-0.005402759	0.001623289	0.00090226	0.002689561	1	Significant
X19636.23	HLA-G	HLA-G	0.017565329	0.005277999	0.000903017	0.002690677	1	Significant
X4460.8	PDPK1	PDPK1	-0.00494828	0.001488034	0.000911554	0.002714964	1	Significant
X21184.1	BL1S2	BLOC1S2	0.004498342	0.001352871	0.000912698	0.002717219	1	Significant
X15587.20	FOLR2	FOLR2	0.020403228	0.006138142	0.000915983	0.002725013	1	Significant
X12389.4	ORC6	ORC6	-0.004676829	0.001406846	0.000916091	0.002725013	1	Significant
X15427.35	LOXL3	LOXL3	0.011455127	0.003447654	0.000920588	0.002737232	1	Significant
X8393.121	CATF	CTSF	-0.002142024	0.000644956	0.000925484	0.002750625	1	Significant
X21853.3	CLC1A	CLEC1A	-0.007431817	0.002238189	0.000928117	0.002757286	1	Significant
X2773.50	IL-10	IL10	-0.004851442	0.001461321	0.000929744	0.002760952	1	Significant
X12548.75	RRAGC	RRAGC	0.003144572	0.000947547	0.000933973	0.002772338	1	Significant
X3629.60	MRCKB	CDC42BPB	-0.007550551	0.002275183	0.000934935	0.002774021	1	Significant
X22589.3	FZD2	FZD2	0.014793261	0.004465733	0.000953652	0.002828363	1	Significant
X6913.189	HMG-2	HMGB2	-0.004358063	0.001315904	0.000956599	0.002835908	1	Significant
X21507.48	COMD8	COMMD8	0.007898311	0.002384729	0.000957309	0.002836815	1	Significant
X24496.26	RIPL1	RILPL1	-0.005056397	0.001527068	0.000959103	0.002840934	1	Significant
X7803.4	CHST1	CHST1	0.005688665	0.001718444	0.00096165	0.002847278	1	Significant
X15462.28	CD8A	CD8A	0.022922999	0.006925276	0.000962465	0.002847641	1	Significant
X9457.3	CAV2	CAV2	-0.00302115	0.000912686	0.000962583	0.002847641	1	Significant
X8245.27	sICAM-5	ICAM5	0.017557018	0.005305601	0.000965534	0.002855171	1	Significant
X3322.52	LRIG3	LRIG3	0.011162577	0.003374148	0.000968553	0.002862869	1	Significant
X21395.23	PCD17	PCDH17	0.019348471	0.005848799	0.000968952	0.002862869	1	Significant
X24711.21	SHOX	SHOX	0.00479581	0.001449778	0.000971031	0.002867171	1	Significant
X9043.7	TFP11	TFIP11	-0.009640908	0.002914909	0.000971224	0.002867171	1	Significant
X5383.14	BAFF Receptor	TNFRSF13C	0.006488668	0.001962511	0.000976078	0.002880291	1	Significant
X23335.31	F229A	None	0.006465381	0.001956216	0.000980649	0.002892564	1	Significant
X23268.15	FRG1	FRG1	-0.003329406	0.001007835	0.000985251	0.00290492	1	Significant
X6035.2	SIAT1	ST6GAL1	-0.004394751	0.001330449	0.000985992	0.002905887	1	Significant
X12373.73	TRA2B	TRA2B	0.006271308	0.001898715	0.00098704	0.002906551	1	Significant
X12504.26	LMOD1	LMOD1	0.0047752	0.001445667	0.000987045	0.002906551	1	Significant
X12425.104	ARF6	ARF6	0.003157373	0.000956091	0.00098889	0.002910766	1	Significant
X2944.66	DAN	NBL1	0.032810174	0.009941119	0.000995583	0.002929239	1	Significant
X23915.18	Rab-7	RAB7A	-0.017375252	0.005268681	0.001004941	0.002955536	1	Significant
X10980.11	ACES	ACHE	0.022380603	0.006788628	0.001009729	0.002968375	1	Significant
X7870.8	CNDP1	CNDP1	0.024016328	0.007288077	0.001013952	0.002979543	1	Significant
X22500.9	MED11	MED11	0.005545937	0.001683078	0.001014882	0.002981029	1	Significant
X13580.2	Sperm-associated antigen 2	UAP1	0.005848319	0.001774597	0.001015511	0.002981633	1	Significant
X4546.27	EMR2	ADGRE2	0.017693602	0.005370986	0.001017547	0.002986363	1	Significant
X9779.63	HERP2	HERPUD2	0.005177539	0.001571889	0.001019968	0.002992219	1	Significant
X23023.21	S100A14	S100A14	0.003086817	0.000937281	0.001020983	0.002993947	1	Significant
X8376.25	LSHB	LHB	0.004678503	0.001420848	0.001024325	0.003002495	1	Significant
X20531.5	SLAF9	SLAMF9	0.002898152	0.000880305	0.001025035	0.003003323	1	Significant
X14036.116	MPDZ	MPDZ	0.003556549	0.001080732	0.001030109	0.003016931	1	Significant
X25236.11	MTL26	METTL26	-0.00279786	0.000850325	0.001032342	0.003022214	1	Significant
X18193.165	MO4L1	MORF4L1	-0.003747497	0.001139229	0.001034915	0.003028484	1	Significant
X3620.67	IL22RA1	IL22RA1	-0.007077723	0.00215263	0.001042221	0.003048595	1	Significant
X9950.229	LAG-3	LAG3	0.0216148	0.006575165	0.001042678	0.003048663	1	Significant
X22516.30	NRL	NRL	-0.008008547	0.00243635	0.00104364	0.003050206	1	Significant
X10539.30	C99L2	CD99L2	-0.0043664	0.001328732	0.001047114	0.003059087	1	Significant
X11109.56	SVEP1:Sushi 15-18	SVEP1	0.01478293	0.004498804	0.001047944	0.003060241	1	Significant
X24446.65	MBNL2	MBNL2	-0.010972673	0.003339435	0.001048959	0.003061932	1	Significant
X9416.77	CBPM	CPM	0.020227746	0.006159452	0.001054873	0.003077916	1	Significant
X6624.94	WNT11	WNT11	-0.002362805	0.000719897	0.00106218	0.003097951	1	Significant
X17773.26	SNAG	NAPG	-0.002858302	0.000871398	0.001070414	0.003119867	1	Significant
X4493.92	IL-11	IL11	-0.00572061	0.001744213	0.001070824	0.003119867	1	Significant
