model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
gpt-4o-mini-2024-07-18	Export Of Viral Ribonucleoproteins From Nucleus	Viral mRNA Export From Host Cell Nucleus	7	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Extension Of Telomeres	Telomere Maintenance Via Telomere Lengthening	26	20	3	0.11538461538461539	0.001007759750075582	0.15	114.49615384615386	0.06976744186046512	2.2421054705998863e-06
gpt-4o-mini-2024-07-18	Extra-nuclear Estrogen Signaling	Intracellular Estrogen Receptor Signaling Pathway	17	16	2	0.11764705882352941	0.0008062078000604656	0.125	145.9264705882353	0.06451612903225806	8.229279847010547e-05
gpt-4o-mini-2024-07-18	Extracellular Matrix Organization	Extracellular Matrix Organization	176	47	18	0.10227272727272728	0.0023682354126776176	0.3829787234042553	43.18520309477757	0.08780487804878048	1.730064477632397e-25
gpt-4o-mini-2024-07-18	FCGR3A-mediated Phagocytosis	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis	20	20	3	0.15	0.001007759750075582	0.15	148.845	0.08108108108108109	9.868753758036254e-07
gpt-4o-mini-2024-07-18	FRS-mediated FGFR1 Signaling	Fibroblast Growth Factor Receptor Signaling Pathway	39	19	3	0.07692307692307693	0.0009573717625718028	0.15789473684210525	80.34817813765183	0.05454545454545454	6.65215833558187e-06
gpt-4o-mini-2024-07-18	Factors Involved In Megakaryocyte Development And Platelet Production	Megakaryocyte Development	10	21	1	0.1	0.001058147737579361	0.047619047619047616	94.50476190476192	0.03333333333333333	0.010533611148685505
gpt-4o-mini-2024-07-18	Fatty Acid Metabolism	Fatty Acid Metabolic Process	122	37	13	0.10655737704918032	0.0018643555376398266	0.35135135135135137	57.155073105892775	0.08904109589041095	2.919995685883345e-20
gpt-4o-mini-2024-07-18	Fatty acyl-CoA Biosynthesis	fatty-acyl-CoA Biosynthetic Process	25	30	10	0.4	0.001511639625113373	0.3333333333333333	264.61333333333334	0.2222222222222222	3.717046653220646e-23
gpt-4o-mini-2024-07-18	Fc Epsilon Receptor (FCERI) Signaling	Fc-epsilon Receptor Signaling Pathway	22	21	5	0.22727272727272727	0.001058147737579361	0.23809523809523808	214.78354978354977	0.13157894736842105	2.06600322604236e-11
gpt-4o-mini-2024-07-18	Fcgamma Receptor (FCGR) Dependent Phagocytosis	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis	20	22	2	0.1	0.0011085357250831401	0.09090909090909091	90.20909090909092	0.05	0.0002202010015270046
gpt-4o-mini-2024-07-18	Formation Of Fibrin Clot (Clotting Cascade)	Blood Coagulation, Fibrin Clot Formation	14	23	7	0.5	0.0011589237125869192	0.30434782608695654	431.4347826086957	0.23333333333333334	3.483569794682423e-18
gpt-4o-mini-2024-07-18	Formation Of RNA Pol II Elongation Complex	Transcription Elongation By RNA Polymerase II	28	16	1	0.03571428571428571	0.0008062078000604656	0.0625	44.29910714285714	0.023255813953488372	0.02234487597819154
gpt-4o-mini-2024-07-18	Fructose Catabolism	Fructose Metabolic Process	7	15	3	0.42857142857142855	0.0007558198125566865	0.2	567.0285714285715	0.15789473684210525	1.2203636886474142e-08
gpt-4o-mini-2024-07-18	Fructose Metabolism	Fructose Metabolic Process	7	16	4	0.5714285714285714	0.0008062078000604656	0.25	708.7857142857142	0.21052631578947367	9.843725686890206e-12
gpt-4o-mini-2024-07-18	G0 And Early G1	Regulation Of G0 To G1 Transition	33	21	0	0.0	0.001058147737579361	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	G1/S DNA Damage Checkpoints	Mitotic G1 DNA Damage Checkpoint Signaling	26	15	3	0.11538461538461539	0.0007558198125566865	0.2	152.66153846153847	0.07894736842105263	8.987743023091251e-07
gpt-4o-mini-2024-07-18	G1/S Transition	G1/S Transition Of Mitotic Cell Cycle	63	31	11	0.1746031746031746	0.001562027612617152	0.3548387096774194	111.77982590885817	0.13253012048192772	1.057368344723738e-20
gpt-4o-mini-2024-07-18	G1/S-Specific Transcription	Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle	19	22	3	0.15789473684210525	0.0011085357250831401	0.13636363636363635	142.43540669856458	0.07894736842105263	1.1325328410985264e-06
gpt-4o-mini-2024-07-18	G2 Phase	Cell Cycle G2/M Phase Transition	40	19	5	0.125	0.0009573717625718028	0.2631578947368421	130.56578947368422	0.09259259259259259	2.922986552374472e-10
gpt-4o-mini-2024-07-18	G2/M Checkpoints	Mitotic G2/M Transition Checkpoint	46	25	4	0.08695652173913043	0.0012596996875944774	0.16	69.02956521739131	0.05970149253731343	3.0829666764022647e-07
gpt-4o-mini-2024-07-18	G2/M DNA Damage Checkpoint	Mitotic G2 DNA Damage Checkpoint Signaling	30	20	6	0.2	0.001007759750075582	0.3	198.46	0.13636363636363635	2.674977068720838e-13
gpt-4o-mini-2024-07-18	G2/M DNA Replication Checkpoint	Mitotic G2/M Transition Checkpoint	46	27	8	0.17391304347826086	0.0013604756626020356	0.2962962962962963	127.83252818035427	0.12307692307692308	9.409811742434977e-16
gpt-4o-mini-2024-07-18	G2/M Transition	Cell Cycle G2/M Phase Transition	40	19	7	0.175	0.0009573717625718028	0.3684210526315789	182.79210526315788	0.1346153846153846	3.840993289474273e-15
gpt-4o-mini-2024-07-18	GDP-fucose Biosynthesis	GDP-mannose Metabolic Process	5	9	0	0.0	0.00045349188753401187	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	GRB2 Events In ERBB2 Signaling	ERBB2 Signaling Pathway	13	14	1	0.07692307692307693	0.0007054318250529074	0.07142857142857142	109.04395604395606	0.038461538461538464	0.009134648796577757
gpt-4o-mini-2024-07-18	GRB7 Events In ERBB2 Signaling	ERBB2 Signaling Pathway	13	13	2	0.15384615384615385	0.0006550438375491283	0.15384615384615385	234.86390532544382	0.08333333333333333	3.0770137317045936e-05
gpt-4o-mini-2024-07-18	Gap Junction Assembly	Gap Junction Assembly	6	16	4	0.6666666666666666	0.0008062078000604656	0.25	826.9166666666666	0.2222222222222222	4.2207817771395405e-12
gpt-4o-mini-2024-07-18	Gap Junction Degradation	Gap Junction Assembly	6	21	4	0.6666666666666666	0.001058147737579361	0.19047619047619047	630.031746031746	0.17391304347826086	1.3874280249964016e-11
gpt-4o-mini-2024-07-18	Gap Junction Trafficking	Gap Junction Assembly	6	21	5	0.8333333333333334	0.001058147737579361	0.23809523809523808	787.5396825396826	0.22727272727272727	4.7581434806436685e-15
gpt-4o-mini-2024-07-18	Gap-filling DNA Repair Synthesis And Ligation In GG-NER	Nucleotide-Excision Repair, DNA Gap Filling	5	16	1	0.2	0.0008062078000604656	0.0625	248.07500000000002	0.05	0.004024949512740759
gpt-4o-mini-2024-07-18	Gap-filling DNA Repair Synthesis And Ligation In TC-NER	Nucleotide-Excision Repair, DNA Gap Filling	5	10	1	0.2	0.000503879875037791	0.1	396.92	0.07142857142857142	0.002517115126778743
gpt-4o-mini-2024-07-18	Gastrulation	Gastrulation	19	28	3	0.15789473684210525	0.0014108636501058147	0.10714285714285714	111.91353383458646	0.06818181818181818	2.4004776915058445e-06
gpt-4o-mini-2024-07-18	Gene Silencing By RNA	RNA-mediated Gene Silencing	29	10	2	0.06896551724137931	0.000503879875037791	0.2	136.86896551724138	0.05405405405405406	9.210694062626877e-05
gpt-4o-mini-2024-07-18	Gene Expression (Transcription)	Gene Expression	296	46	0	0.0	0.0023178474251738385	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Glucagon Signaling In Metabolic Regulation	Regulation Of Glucagon Secretion	5	22	0	0.0	0.0011085357250831401	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Glucocorticoid Biosynthesis	Glucocorticoid Biosynthetic Process	5	12	5	1.0	0.0006046558500453492	0.4166666666666667	1653.8333333333335	0.4166666666666667	3.088590571386774e-17
gpt-4o-mini-2024-07-18	Gluconeogenesis	Gluconeogenesis	32	15	6	0.1875	0.0007558198125566865	0.4	248.07500000000002	0.14634146341463414	5.2948523101960536e-14
gpt-4o-mini-2024-07-18	Glucose Metabolism	Glucose Metabolic Process	59	70	12	0.2033898305084746	0.003527159125264537	0.17142857142857143	57.663922518159815	0.10256410256410256	1.350235776085482e-18
gpt-4o-mini-2024-07-18	Glucuronidation	Cellular Glucuronidation	15	16	8	0.5333333333333333	0.0008062078000604656	0.5	661.5333333333333	0.34782608695652173	1.3860741568874135e-22
gpt-4o-mini-2024-07-18	Glutamate And Glutamine Metabolism	Glutamate Metabolic Process	20	27	7	0.35	0.0013604756626020356	0.25925925925925924	257.26296296296294	0.175	2.831635303030168e-16
gpt-4o-mini-2024-07-18	Glutathione Synthesis And Recycling	Glutathione Biosynthetic Process	6	9	2	0.3333333333333333	0.00045349188753401187	0.2222222222222222	735.0370370370371	0.15384615384615385	2.739624768901465e-06
gpt-4o-mini-2024-07-18	Glycerophospholipid Biosynthesis	Glycerophospholipid Biosynthetic Process	108	22	15	0.1388888888888889	0.0011085357250831401	0.6818181818181818	125.29040404040406	0.13043478260869565	6.523701078083587e-30
gpt-4o-mini-2024-07-18	Glycerophospholipid Catabolism	Glycerophospholipid Catabolic Process	27	19	2	0.07407407407407407	0.0009573717625718028	0.10526315789473684	77.37231968810916	0.045454545454545456	0.00030047545687635806
gpt-4o-mini-2024-07-18	Glycogen Metabolism	Glycogen Metabolic Process	19	21	6	0.3157894736842105	0.001058147737579361	0.2857142857142857	298.43609022556393	0.17647058823529413	1.7216936459448117e-14
gpt-4o-mini-2024-07-18	Glycogen Synthesis	Glycogen Biosynthetic Process	9	17	2	0.2222222222222222	0.0008565957875642446	0.11764705882352941	259.42483660130716	0.08333333333333333	2.477507993765475e-05
gpt-4o-mini-2024-07-18	Glycolysis	Glycolytic Process	29	26	14	0.4827586206896552	0.0013100876750982565	0.5384615384615384	368.4933687002653	0.34146341463414637	4.423863893779835e-35
gpt-4o-mini-2024-07-18	Glycosaminoglycan Metabolism	Glycosaminoglycan Metabolic Process	28	27	10	0.35714285714285715	0.0013604756626020356	0.37037037037037035	262.51322751322755	0.2222222222222222	4.1890067569297474e-23
gpt-4o-mini-2024-07-18	Glycosphingolipid Metabolism	Glycosphingolipid Metabolic Process	32	21	5	0.15625	0.001058147737579361	0.23809523809523808	147.66369047619048	0.10416666666666667	1.5692816288612556e-10
gpt-4o-mini-2024-07-18	Glyoxylate Metabolism And Glycine Degradation	Glyoxylate Metabolic Process	5	17	0	0.0	0.0008565957875642446	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Golgi Associated Vesicle Biogenesis	Golgi Vesicle Transport	197	22	10	0.050761421319796954	0.0011085357250831401	0.45454545454545453	45.79141670512229	0.04784688995215311	4.304226721531732e-15
gpt-4o-mini-2024-07-18	Golgi-to-ER Retrograde Transport	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum	48	18	3	0.0625	0.0009069837750680237	0.16666666666666666	68.90972222222223	0.047619047619047616	1.056209333875507e-05
gpt-4o-mini-2024-07-18	Growth Hormone Receptor Signaling	Growth Hormone Receptor Signaling Pathway	17	14	6	0.35294117647058826	0.0007054318250529074	0.42857142857142855	500.31932773109247	0.24	4.3662316773485805e-16
gpt-4o-mini-2024-07-18	HDACs Deacetylate Histones	Histone Deacetylation	36	22	17	0.4722222222222222	0.0011085357250831401	0.7727272727272727	425.98737373737373	0.4146341463414634	7.023075901079662e-45
gpt-4o-mini-2024-07-18	HDMs Demethylate Histones	Histone Lysine Demethylation	7	13	3	0.42857142857142855	0.0006550438375491283	0.23076923076923078	654.2637362637363	0.17647058823529413	7.673178199482027e-09
gpt-4o-mini-2024-07-18	HDR Thru Homologous Recombination (HRR)	Homologous Recombination	9	21	3	0.3333333333333333	0.001058147737579361	0.14285714285714285	315.015873015873	0.1111111111111111	8.541919589972046e-08
gpt-4o-mini-2024-07-18	HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA)	Double-Strand Break Repair Via Single-Strand Annealing	5	40	2	0.4	0.002015519500151164	0.05	198.46	0.046511627906976744	3.9458116979511195e-05
gpt-4o-mini-2024-07-18	HS-GAG Biosynthesis	Glycosaminoglycan Biosynthetic Process	58	17	7	0.1206896551724138	0.0008565957875642446	0.4117647058823529	140.89452332657203	0.10294117647058823	2.37886578867049e-14
gpt-4o-mini-2024-07-18	Heme Biosynthesis	Heme Biosynthetic Process	19	14	7	0.3684210526315789	0.0007054318250529074	0.5	522.2631578947369	0.2692307692307692	7.168759962568196e-19
gpt-4o-mini-2024-07-18	Heme Degradation	Heme Catabolic Process	10	11	4	0.4	0.0005542678625415701	0.36363636363636365	721.6727272727273	0.23529411764705882	1.0706517996230692e-11
gpt-4o-mini-2024-07-18	Hemostasis	Hemostasis	6	27	2	0.3333333333333333	0.0013604756626020356	0.07407407407407407	245.01234567901236	0.06451612903225806	2.664678308525728e-05
gpt-4o-mini-2024-07-18	Heparan Sulfate/Heparin (HS-GAG) Metabolism	Heparan Sulfate Proteoglycan Metabolic Process	13	21	9	0.6923076923076923	0.001058147737579361	0.42857142857142855	654.2637362637363	0.36	1.5962389935931746e-25
gpt-4o-mini-2024-07-18	Histidine Catabolism	Histidine Catabolic Process	6	9	1	0.16666666666666666	0.00045349188753401187	0.1111111111111111	367.51851851851853	0.07142857142857142	0.0027182104112650532
gpt-4o-mini-2024-07-18	Homology Directed Repair	Homologous Recombination	9	22	3	0.3333333333333333	0.0011085357250831401	0.13636363636363635	300.6969696969697	0.10714285714285714	9.888399716336647e-08
gpt-4o-mini-2024-07-18	Hyaluronan Metabolism	Hyaluronan Metabolic Process	14	15	7	0.5	0.0007558198125566865	0.4666666666666667	661.5333333333334	0.3181818181818182	9.16646920537769e-20
gpt-4o-mini-2024-07-18	Hyaluronan Uptake And Degradation	Hyaluronan Catabolic Process	8	16	3	0.375	0.0008062078000604656	0.1875	465.140625	0.14285714285714285	2.4016335891642476e-08
gpt-4o-mini-2024-07-18	IGF1R Signaling Cascade	Insulin-Like Growth Factor Receptor Signaling Pathway	10	25	3	0.3	0.0012596996875944774	0.12	238.15200000000002	0.09375	2.1065811465576756e-07
gpt-4o-mini-2024-07-18	IRE1alpha Activates Chaperones	IRE1-mediated Unfolded Protein Response	6	15	1	0.16666666666666666	0.0007558198125566865	0.06666666666666667	220.51111111111112	0.05	0.004526927765090571
gpt-4o-mini-2024-07-18	IRF3 Mediated Activation Of Type 1 IFN	Positive Regulation Of Type I Interferon Production	64	20	7	0.109375	0.001007759750075582	0.35	108.5328125	0.09090909090909091	1.939205978970335e-13
gpt-4o-mini-2024-07-18	IRF3-mediated Induction Of Type I IFN	Positive Regulation Of Type I Interferon Production	64	21	9	0.140625	0.001058147737579361	0.42857142857142855	132.89732142857144	0.11842105263157894	5.9798304473773555e-18
gpt-4o-mini-2024-07-18	ISG15 Antiviral Mechanism	ISG15-protein Conjugation	5	19	1	0.2	0.0009573717625718028	0.05263157894736842	208.90526315789475	0.043478260869565216	0.0047781826048779626
gpt-4o-mini-2024-07-18	Inhibition Of DNA Recombination At Telomere	Negative Regulation Of DNA Recombination	41	20	1	0.024390243902439025	0.001007759750075582	0.05	24.202439024390245	0.016666666666666666	0.040536227344178825
gpt-4o-mini-2024-07-18	Initiation Of Nuclear Envelope (NE) Reformation	Nuclear Membrane Reassembly	23	23	1	0.043478260869565216	0.0011589237125869192	0.043478260869565216	37.51606805293006	0.022222222222222223	0.026332593592096405
gpt-4o-mini-2024-07-18	Inositol Phosphate Metabolism	Inositol Phosphate Metabolic Process	22	22	6	0.2727272727272727	0.0011085357250831401	0.2727272727272727	246.02479338842974	0.15789473684210525	6.493006977703194e-14
gpt-4o-mini-2024-07-18	Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane	Tail-Anchored Membrane Protein Insertion Into ER Membrane	16	10	3	0.1875	0.000503879875037791	0.3	372.1125	0.13043478260869565	5.141301325067237e-08
gpt-4o-mini-2024-07-18	Insulin Processing	Insulin Processing	5	14	2	0.4	0.0007054318250529074	0.14285714285714285	567.0285714285715	0.11764705882352941	4.6155339320736274e-06
gpt-4o-mini-2024-07-18	Insulin Receptor Recycling	Receptor Recycling	17	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-mini-2024-07-18	Insulin Receptor Signaling Cascade	Insulin Receptor Signaling Pathway	47	30	9	0.19148936170212766	0.001511639625113373	0.3	126.67659574468085	0.1323529411764706	1.4311644483126476e-17
gpt-4o-mini-2024-07-18	Integrin Signaling	Integrin-Mediated Signaling Pathway	85	24	16	0.18823529411764706	0.0012093117000906983	0.6666666666666666	155.65490196078431	0.17204301075268819	2.0489061363516577e-33
gpt-4o-mini-2024-07-18	Interferon Signaling	Interferon-Mediated Signaling Pathway	49	36	10	0.20408163265306123	0.0018139675501360475	0.2777777777777778	112.50566893424038	0.13333333333333333	7.651021634699949e-19
gpt-4o-mini-2024-07-18	Interferon Alpha/Beta Signaling	Interferon-Mediated Signaling Pathway	49	38	12	0.24489795918367346	0.0019147435251436057	0.3157894736842105	127.90118152524168	0.16	3.074903449146473e-23
gpt-4o-mini-2024-07-18	Interferon Gamma Signaling	Interferon-Mediated Signaling Pathway	49	29	7	0.14285714285714285	0.0014612516376095938	0.2413793103448276	97.76354679802955	0.09859154929577464	5.355486758025719e-13
gpt-4o-mini-2024-07-18	Interleukin-1 Family Signaling	Interleukin-1-Mediated Signaling Pathway	19	36	8	0.42105263157894735	0.0018139675501360475	0.2222222222222222	232.1169590643275	0.1702127659574468	3.784804126448962e-18
gpt-4o-mini-2024-07-18	Interleukin-1 Signaling	Interleukin-1-Mediated Signaling Pathway	19	22	5	0.2631578947368421	0.0011085357250831401	0.22727272727272727	237.39234449760764	0.1388888888888889	1.1822615183890376e-11
gpt-4o-mini-2024-07-18	Interleukin-10 Signaling	Interleukin-9-Mediated Signaling Pathway	6	16	2	0.3333333333333333	0.0008062078000604656	0.125	413.4583333333333	0.1	9.123493942275913e-06
gpt-4o-mini-2024-07-18	Interleukin-12 Family Signaling	Interleukin-12-Mediated Signaling Pathway	8	16	6	0.75	0.0008062078000604656	0.375	930.28125	0.3333333333333333	2.6419804931302192e-18
gpt-4o-mini-2024-07-18	Interleukin-12 Signaling	Interleukin-12-Mediated Signaling Pathway	8	18	3	0.375	0.0009069837750680237	0.16666666666666666	413.45833333333337	0.13043478260869565	3.498200155639248e-08
gpt-4o-mini-2024-07-18	Interleukin-15 Signaling	Interleukin-15-Mediated Signaling Pathway	10	14	6	0.6	0.0007054318250529074	0.42857142857142855	850.5428571428572	0.3333333333333333	7.426718037235123e-18
gpt-4o-mini-2024-07-18	Interleukin-17 Signaling	interleukin-17A-mediated Signaling Pathway	5	22	3	0.6	0.0011085357250831401	0.13636363636363635	541.2545454545455	0.125	1.1805779694810935e-08
gpt-4o-mini-2024-07-18	Interleukin-18 Signaling	Interleukin-12-Mediated Signaling Pathway	8	16	1	0.125	0.0008062078000604656	0.0625	155.046875	0.043478260869565216	0.006432623857260974
gpt-4o-mini-2024-07-18	Interleukin-2 Family Signaling	Interleukin-2-Mediated Signaling Pathway	7	22	5	0.7142857142857143	0.0011085357250831401	0.22727272727272727	644.3506493506494	0.20833333333333334	2.1535297522449233e-14
gpt-4o-mini-2024-07-18	Interleukin-2 Signaling	Interleukin-2-Mediated Signaling Pathway	7	29	6	0.8571428571428571	0.0014612516376095938	0.20689655172413793	586.5812807881773	0.2	3.917428072627486e-17
gpt-4o-mini-2024-07-18	Interleukin-20 Family Signaling	Interleukin-27-Mediated Signaling Pathway	5	12	1	0.2	0.0006046558500453492	0.08333333333333333	330.7666666666667	0.0625	0.003019929356873399
gpt-4o-mini-2024-07-18	Interleukin-21 Signaling	Interleukin-15-Mediated Signaling Pathway	10	16	4	0.4	0.0008062078000604656	0.25	496.15000000000003	0.18181818181818182	5.897666108209139e-11
