database	model	descr	descr_cleaned	ninter	nunion	jaccard_similarity
Reactome_2022	gpt-3.5-turbo-0125	Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830	Cytosolic Iron-Sulfur Cluster Assembly	4	5	0.8
Reactome_2022	gpt-3.5-turbo-0125	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	Cytosolic Sensors Of Pathogen-Associated DNA	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Cytosolic Sulfonation Of Small Molecules R-HSA-156584	Cytosolic Sulfonation Of Small Molecules	4	5	0.8
Reactome_2022	gpt-3.5-turbo-0125	Cytosolic tRNA Aminoacylation R-HSA-379716	Cytosolic tRNA Aminoacylation	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	DAG And IP3 Signaling R-HSA-1489509	DAG And IP3 Signaling	0	5	0.0
Reactome_2022	gpt-3.5-turbo-0125	DAP12 Interactions R-HSA-2172127	DAP12 Interactions	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	DAP12 Signaling R-HSA-2424491	DAP12 Signaling	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	DARPP-32 Events R-HSA-180024	DARPP-32 Events	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	DCC Mediated Attractive Signaling R-HSA-418885	DCC Mediated Attractive Signaling	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta	2	5	0.4
Reactome_2022	gpt-3.5-turbo-0125	DEx/H-box Helicases Activate Type I IFN And Inflammatory Cytokines Production R-HSA-3134963	DEx/H-box Helicases Activate Type I IFN And Inflammatory Cytokines Production	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	DNA Damage Bypass R-HSA-73893	DNA Damage Bypass	2	6	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	DNA Damage Recognition In GG-NER R-HSA-5696394	DNA Damage Recognition In GG-NER	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	DNA Damage Reversal R-HSA-73942	DNA Damage Reversal	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	2	5	0.4
Reactome_2022	gpt-3.5-turbo-0125	DNA Double Strand Break Response R-HSA-5693606	DNA Double Strand Break Response	5	5	1.0
Reactome_2022	gpt-3.5-turbo-0125	DNA Double-Strand Break Repair R-HSA-5693532	DNA Double-Strand Break Repair	4	7	0.5714285714285714
Reactome_2022	gpt-3.5-turbo-0125	DNA Repair R-HSA-73894	DNA Repair	6	21	0.2857142857142857
Reactome_2022	gpt-3.5-turbo-0125	DNA Replication Pre-Initiation R-HSA-69002	DNA Replication Pre-Initiation	6	13	0.46153846153846156
Reactome_2022	gpt-3.5-turbo-0125	DNA Replication R-HSA-69306	DNA Replication	13	55	0.23636363636363636
Reactome_2022	gpt-3.5-turbo-0125	DNA Methylation R-HSA-5334118	DNA Methylation	3	6	0.5
Reactome_2022	gpt-3.5-turbo-0125	DNA Replication Initiation R-HSA-68952	DNA Replication Initiation	13	15	0.8666666666666667
Reactome_2022	gpt-3.5-turbo-0125	DNA Strand Elongation R-HSA-69190	DNA Strand Elongation	0	6	0.0
Reactome_2022	gpt-3.5-turbo-0125	DSCAM Interactions R-HSA-376172	DSCAM Interactions	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	Deactivation Of Beta-Catenin Transactivating Complex	4	4	1.0
Reactome_2022	gpt-3.5-turbo-0125	Deadenylation Of mRNA R-HSA-429947	Deadenylation Of mRNA	0	4	0.0
Reactome_2022	gpt-3.5-turbo-0125	Deadenylation-dependent mRNA Decay R-HSA-429914	Deadenylation-dependent mRNA Decay	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Death Receptor Signaling R-HSA-73887	Death Receptor Signaling	5	29	0.1724137931034483
Reactome_2022	gpt-3.5-turbo-0125	Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761	Dectin-1 Mediated Noncanonical NF-kB Signaling	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Dectin-2 Family R-HSA-5621480	Dectin-2 Family	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	Defective B3GALT6 Causes EDSP2 And SEMDJL1	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Defective B3GALTL Causes PpS R-HSA-5083635	Defective B3GALTL Causes PpS	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	Defective B3GAT3 Causes JDSSDHD	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d)	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	Defective B4GALT7 Causes EDS, Progeroid Type	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective C1GALT1C1 Causes TNPS R-HSA-5083632	Defective C1GALT1C1 Causes TNPS	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective CFTR Causes Cystic Fibrosis R-HSA-5678895	Defective CFTR Causes Cystic Fibrosis	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	Defective CHST14 Causes EDS, Musculocontractural Type	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective CHST3 Causes SEDCJD R-HSA-3595172	Defective CHST3 Causes SEDCJD	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective CHST6 Causes MCDC1 R-HSA-3656225	Defective CHST6 Causes MCDC1	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective CHSY1 Causes TPBS R-HSA-3595177	Defective CHSY1 Causes TPBS	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective CSF2RA Causes SMDP4 R-HSA-5688890	Defective CSF2RA Causes SMDP4	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253	Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective F9 Activation R-HSA-9673221	Defective F9 Activation	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective GALNT12 Causes CRCS1 R-HSA-5083636	Defective GALNT12 Causes CRCS1	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective GALNT3 Causes HFTC R-HSA-5083625	Defective GALNT3 Causes HFTC	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function	4	6	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Defective HLCS Causes Multiple Carboxylase Deficiency R-HSA-3371599	Defective HLCS Causes Multiple Carboxylase Deficiency	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	Defective Intrinsic Pathway For Apoptosis	2	4	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective LFNG Causes SCDO3 R-HSA-5083630	Defective LFNG Causes SCDO3	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928	Defective RIPK1-mediated Regulated Necrosis	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243	Defective ST3GAL3 Causes MCT12 And EIEE15	3	3	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC)	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective Factor IX Causes Hemophilia B R-HSA-9668250	Defective Factor IX Causes Hemophilia B	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective Factor VIII Causes Hemophilia A R-HSA-9662001	Defective Factor VIII Causes Hemophilia A	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Defective Pyroptosis R-HSA-9710421	Defective Pyroptosis	2	5	0.4
Reactome_2022	gpt-3.5-turbo-0125	Defects In Biotin (Btn) Metabolism R-HSA-3323169	Defects In Biotin (Btn) Metabolism	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Defects In Cobalamin (B12) Metabolism R-HSA-3296469	Defects In Cobalamin (B12) Metabolism	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Defects In Vitamin And Cofactor Metabolism R-HSA-3296482	Defects In Vitamin And Cofactor Metabolism	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS)	2	4	0.5
Reactome_2022	gpt-3.5-turbo-0125	Defensins R-HSA-1461973	Defensins	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of AXIN R-HSA-4641257	Degradation Of AXIN	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of DVL R-HSA-4641258	Degradation Of DVL	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of GLI1 By Proteasome R-HSA-5610780	Degradation Of GLI1 By Proteasome	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of GLI2 By Proteasome R-HSA-5610783	Degradation Of GLI2 By Proteasome	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253	Degradation Of Beta-Catenin By Destruction Complex	4	5	0.8
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of Cysteine And Homocysteine R-HSA-1614558	Degradation Of Cysteine And Homocysteine	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Degradation Of Extracellular Matrix R-HSA-1474228	Degradation Of Extracellular Matrix	6	18	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Depolymerisation Of Nuclear Lamina R-HSA-4419969	Depolymerisation Of Nuclear Lamina	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	Deposition Of New CENPA-containing Nucleosomes At Centromere	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Dermatan Sulfate Biosynthesis R-HSA-2022923	Dermatan Sulfate Biosynthesis	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Detoxification Of Reactive Oxygen Species R-HSA-3299685	Detoxification Of Reactive Oxygen Species	3	7	0.42857142857142855
Reactome_2022	gpt-3.5-turbo-0125	Deubiquitination R-HSA-5688426	Deubiquitination	2	13	0.15384615384615385
Reactome_2022	gpt-3.5-turbo-0125	Developmental Biology R-HSA-1266738	Developmental Biology	0	4	0.0
Reactome_2022	gpt-3.5-turbo-0125	Digestion R-HSA-8935690	Digestion	0	7	0.0
Reactome_2022	gpt-3.5-turbo-0125	Digestion And Absorption R-HSA-8963743	Digestion And Absorption	0	6	0.0
Reactome_2022	gpt-3.5-turbo-0125	Digestion Of Dietary Carbohydrate R-HSA-189085	Digestion Of Dietary Carbohydrate	3	4	0.75
Reactome_2022	gpt-3.5-turbo-0125	Digestion Of Dietary Lipid R-HSA-192456	Digestion Of Dietary Lipid	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Dimerization Of Procaspase-8 R-HSA-69416	Dimerization Of Procaspase-8	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Disease R-HSA-1643685	Disease	3	3	1.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860	Diseases Associated With N-glycosylation Of Proteins	5	9	0.5555555555555556
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	Diseases Associated With O-glycosylation Of Proteins	0	1	0.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	Diseases Associated With Glycosaminoglycan Metabolism	5	10	0.5
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975	Diseases Associated With Glycosylation Precursor Biosynthesis	2	11	0.18181818181818182
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With Surfactant Metabolism R-HSA-5687613	Diseases Associated With Surfactant Metabolism	3	4	0.75
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	Diseases Associated With TLR Signaling Cascade	4	10	0.4
Reactome_2022	gpt-3.5-turbo-0125	Diseases Associated With Visual Transduction R-HSA-2474795	Diseases Associated With Visual Transduction	3	3	1.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Base Excision Repair R-HSA-9605308	Diseases Of Base Excision Repair	0	7	0.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of DNA Repair R-HSA-9675135	Diseases Of DNA Repair	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Mismatch Repair (MMR) R-HSA-5423599	Diseases Of Mismatch Repair (MMR)	4	5	0.8
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Carbohydrate Metabolism R-HSA-5663084	Diseases Of Carbohydrate Metabolism	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Glycosylation R-HSA-3781865	Diseases Of Glycosylation	6	65	0.09230769230769231
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Metabolism R-HSA-5668914	Diseases Of Metabolism	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Mitotic Cell Cycle R-HSA-9675126	Diseases Of Mitotic Cell Cycle	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Programmed Cell Death R-HSA-9645723	Diseases Of Programmed Cell Death	2	5	0.4
Reactome_2022	gpt-3.5-turbo-0125	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers	1	7	0.14285714285714285
Reactome_2022	gpt-3.5-turbo-0125	Disinhibition Of SNARE Formation R-HSA-114516	Disinhibition Of SNARE Formation	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Disorders Of Developmental Biology R-HSA-9675151	Disorders Of Developmental Biology	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Disorders Of Transmembrane Transporters R-HSA-5619115	Disorders Of Transmembrane Transporters	0	1	0.0
Reactome_2022	gpt-3.5-turbo-0125	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	Displacement Of DNA Glycosylase By APEX1	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Dissolution Of Fibrin Clot R-HSA-75205	Dissolution Of Fibrin Clot	3	4	0.75
Reactome_2022	gpt-3.5-turbo-0125	Dopamine Neurotransmitter Release Cycle R-HSA-212676	Dopamine Neurotransmitter Release Cycle	3	4	0.75
Reactome_2022	gpt-3.5-turbo-0125	Dopamine Receptors R-HSA-390651	Dopamine Receptors	5	5	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downregulation Of ERBB2 Signaling R-HSA-8863795	Downregulation Of ERBB2 Signaling	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	Downregulation Of ERBB2:ERBB3 Signaling	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downregulation Of ERBB4 Signaling R-HSA-1253288	Downregulation Of ERBB4 Signaling	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity	0	4	0.0
Reactome_2022	gpt-3.5-turbo-0125	Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	Downregulation Of TGF-beta Receptor Signaling	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downstream TCR Signaling R-HSA-202424	Downstream TCR Signaling	2	6	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signal Transduction R-HSA-186763	Downstream Signal Transduction	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372	Downstream Signaling Events Of B Cell Receptor (BCR)	2	5	0.4
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	Downstream Signaling Of Activated FGFR1	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signaling Of Activated FGFR2 R-HSA-5654696	Downstream Signaling Of Activated FGFR2	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	Downstream Signaling Of Activated FGFR3	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Downstream Signaling Of Activated FGFR4 R-HSA-5654716	Downstream Signaling Of Activated FGFR4	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	Drug ADME R-HSA-9748784	Drug ADME	2	4	0.5
Reactome_2022	gpt-3.5-turbo-0125	Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119	Drug-mediated Inhibition Of CDK4/CDK6 Activity	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	Dual Incision In GG-NER R-HSA-5696400	Dual Incision In GG-NER	1	6	0.16666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Dual Incision In TC-NER R-HSA-6782135	Dual Incision In TC-NER	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	E2F Mediated Regulation Of DNA Replication R-HSA-113510	E2F Mediated Regulation Of DNA Replication	4	5	0.8
Reactome_2022	gpt-3.5-turbo-0125	E2F-enabled Inhibition Of Pre-Replication Complex Formation R-HSA-113507	E2F-enabled Inhibition Of Pre-Replication Complex Formation	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	E3 Ubiquitin Ligases Ubiquitinate Target Proteins	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	ECM Proteoglycans R-HSA-3000178	ECM Proteoglycans	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	EGFR Transactivation By Gastrin R-HSA-2179392	EGFR Transactivation By Gastrin	1	1	1.0
Reactome_2022	gpt-3.5-turbo-0125	EGFR Downregulation R-HSA-182971	EGFR Downregulation	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	EGFR Interacts With Phospholipase C-gamma R-HSA-212718	EGFR Interacts With Phospholipase C-gamma	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination R-HSA-9619665	EGR2 And SOX10-mediated Initiation Of Schwann Cell Myelination	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025	EML4 And NUDC In Mitotic Spindle Formation	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	EPH-Ephrin Signaling R-HSA-2682334	EPH-Ephrin Signaling	16	16	1.0
Reactome_2022	gpt-3.5-turbo-0125	EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	EPH-ephrin Mediated Repulsion Of Cells	0	4	0.0
Reactome_2022	gpt-3.5-turbo-0125	EPHA-mediated Growth Cone Collapse R-HSA-3928663	EPHA-mediated Growth Cone Collapse	3	6	0.5
Reactome_2022	gpt-3.5-turbo-0125	EPHB-mediated Forward Signaling R-HSA-3928662	EPHB-mediated Forward Signaling	4	4	1.0
Reactome_2022	gpt-3.5-turbo-0125	ER Quality Control Compartment (ERQC) R-HSA-901032	ER Quality Control Compartment (ERQC)	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	ER To Golgi Anterograde Transport R-HSA-199977	ER To Golgi Anterograde Transport	1	7	0.14285714285714285
Reactome_2022	gpt-3.5-turbo-0125	ER-Phagosome Pathway R-HSA-1236974	ER-Phagosome Pathway	0	0	0.0
Reactome_2022	gpt-3.5-turbo-0125	ERBB2 Activates PTK6 Signaling R-HSA-8847993	ERBB2 Activates PTK6 Signaling	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	ERBB2 Regulates Cell Motility R-HSA-6785631	ERBB2 Regulates Cell Motility	1	3	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression R-HSA-427389	ERCC6 (CSB) And EHMT2 (G9a) Positively Regulate rRNA Expression	2	2	1.0
Reactome_2022	gpt-3.5-turbo-0125	ERK/MAPK Targets R-HSA-198753	ERK/MAPK Targets	0	8	0.0
Reactome_2022	gpt-3.5-turbo-0125	ERKs Are Inactivated R-HSA-202670	ERKs Are Inactivated	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	ESR-mediated Signaling R-HSA-8939211	ESR-mediated Signaling	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Early Phase Of HIV Life Cycle R-HSA-162594	Early Phase Of HIV Life Cycle	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Early SARS-CoV-2 Infection Events R-HSA-9772572	Early SARS-CoV-2 Infection Events	2	4	0.5
Reactome_2022	gpt-3.5-turbo-0125	Effects Of PIP2 Hydrolysis R-HSA-114508	Effects Of PIP2 Hydrolysis	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Eicosanoid Ligand-Binding Receptors R-HSA-391903	Eicosanoid Ligand-Binding Receptors	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Eicosanoids R-HSA-211979	Eicosanoids	3	4	0.75
Reactome_2022	gpt-3.5-turbo-0125	Elastic Fibre Formation R-HSA-1566948	Elastic Fibre Formation	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	Elevation Of Cytosolic Ca2+ Levels R-HSA-139853	Elevation Of Cytosolic Ca2+ Levels	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Endogenous Sterols R-HSA-211976	Endogenous Sterols	2	4	0.5
Reactome_2022	gpt-3.5-turbo-0125	Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Endosomal/Vacuolar Pathway R-HSA-1236977	Endosomal/Vacuolar Pathway	0	3	0.0
Reactome_2022	gpt-3.5-turbo-0125	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	Energy Dependent Regulation Of mTOR By LKB1-AMPK	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Entry Of Influenza Virion Into Host Cell Via Endocytosis R-HSA-168275	Entry Of Influenza Virion Into Host Cell Via Endocytosis	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Ephrin Signaling R-HSA-3928664	Ephrin Signaling	13	21	0.6190476190476191
Reactome_2022	gpt-3.5-turbo-0125	Epigenetic Regulation Of Gene Expression R-HSA-212165	Epigenetic Regulation Of Gene Expression	3	6	0.5
Reactome_2022	gpt-3.5-turbo-0125	Erythrocytes Take Up Carbon Dioxide And Release Oxygen R-HSA-1237044	Erythrocytes Take Up Carbon Dioxide And Release Oxygen	1	4	0.25
Reactome_2022	gpt-3.5-turbo-0125	Erythrocytes Take Up Oxygen And Release Carbon Dioxide R-HSA-1247673	Erythrocytes Take Up Oxygen And Release Carbon Dioxide	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276	Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	1	5	0.2
Reactome_2022	gpt-3.5-turbo-0125	Erythropoietin Activates Phospholipase C Gamma (PLCG) R-HSA-9027277	Erythropoietin Activates Phospholipase C Gamma (PLCG)	0	2	0.0
Reactome_2022	gpt-3.5-turbo-0125	Erythropoietin Activates RAS R-HSA-9027284	Erythropoietin Activates RAS	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Erythropoietin Activates STAT5 R-HSA-9027283	Erythropoietin Activates STAT5	2	3	0.6666666666666666
Reactome_2022	gpt-3.5-turbo-0125	Establishment Of Sister Chromatid Cohesion R-HSA-2468052	Establishment Of Sister Chromatid Cohesion	2	6	0.3333333333333333
Reactome_2022	gpt-3.5-turbo-0125	Estrogen Biosynthesis R-HSA-193144	Estrogen Biosynthesis	1	2	0.5
Reactome_2022	gpt-3.5-turbo-0125	Estrogen-dependent Gene Expression R-HSA-9018519	Estrogen-dependent Gene Expression	1	5	0.2
